"method","AUROC","AUPRC","TPR","FPR","MCC","dir_acc","sign_acc","runtime","status","noise_sd","n_pos","rep_id","sweep"
"WGCNA",0.418449197860963,0.210851881288,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.420000000000073,"ok",0.05,15,13,"npos"
"GENIE3",0.588903743315508,0.294563976506949,0.272727272727273,0.235294117647059,0.0374331550802139,0.5,NA,0.0599999999994907,"ok",0.05,15,13,"npos"
"idopNetwork",0.723529411764706,0.43579853041009,0.470588235294118,0.163636363636364,0.306951871657754,0.705882352941177,0.692307692307692,102.950000000001,"ok",0.05,15,14,"npos"
"WGCNA",0.415775401069519,0.202333834101318,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.409999999999854,"ok",0.05,15,14,"npos"
"GENIE3",0.538770053475936,0.287996097470256,0.227272727272727,0.25,-0.0227272727272727,0.590909090909091,NA,0.0599999999994907,"ok",0.05,15,14,"npos"
"idopNetwork",0.701604278074866,0.429046297978794,0.470588235294118,0.163636363636364,0.306951871657754,0.470588235294118,0.545454545454545,81.25,"ok",0.05,15,15,"npos"
"WGCNA",0.377005347593583,0.193785792250526,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.539999999999054,"ok",0.05,15,15,"npos"
"GENIE3",0.662433155080214,0.342408673807305,0.318181818181818,0.220588235294118,0.0975935828877005,0.772727272727273,NA,0.070000000001528,"ok",0.05,15,15,"npos"
"idopNetwork",0.577540106951872,0.375919377208672,0.411764705882353,0.181818181818182,0.229946524064171,0.411764705882353,0.714285714285714,55.3899999999994,"ok",0.05,15,16,"npos"
"WGCNA",0.474598930481283,0.221180584126675,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.409999999999854,"ok",0.05,15,16,"npos"
"GENIE3",0.692513368983957,0.395443153721372,0.363636363636364,0.205882352941176,0.157754010695187,0.727272727272727,NA,0.0599999999994907,"ok",0.05,15,16,"npos"
"idopNetwork",0.587700534759358,0.307517376684141,0.352941176470588,0.2,0.152941176470588,0.470588235294118,0.4,231.83,"ok",0.05,15,17,"npos"
"WGCNA",0.560160427807487,0.280374081697794,0.318181818181818,0.220588235294118,0.0975935828877005,NA,NA,0.380000000001019,"ok",0.05,15,17,"npos"
"GENIE3",0.573529411764706,0.253446035887453,0.181818181818182,0.264705882352941,-0.0828877005347594,0.590909090909091,NA,0.069999999999709,"ok",0.05,15,17,"npos"
"idopNetwork",0.729946524064171,0.486137789543422,0.411764705882353,0.181818181818182,0.229946524064171,0.764705882352941,0.571428571428571,252.330000000002,"ok",0.05,15,18,"npos"
"WGCNA",0.498663101604278,0.238552361799486,0.318181818181818,0.220588235294118,0.0975935828877005,NA,NA,0.419999999998254,"ok",0.05,15,18,"npos"
"GENIE3",0.617647058823529,0.348486107599599,0.272727272727273,0.235294117647059,0.0374331550802139,0.590909090909091,NA,0.0500000000010914,"ok",0.05,15,18,"npos"
"idopNetwork",0.695187165775401,0.461980275543196,0.470588235294118,0.163636363636364,0.306951871657754,0.588235294117647,0.454545454545455,131.359999999999,"ok",0.05,15,19,"npos"
"WGCNA",0.477272727272727,0.230155755802203,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.470000000001164,"ok",0.05,15,19,"npos"
"GENIE3",0.700534759358289,0.348747290661447,0.318181818181818,0.220588235294118,0.0975935828877005,0.681818181818182,NA,0.0399999999990541,"ok",0.05,15,19,"npos"
"idopNetwork",0.632085561497326,0.36334776214585,0.470588235294118,0.163636363636364,0.306951871657754,0.529411764705882,0.333333333333333,88.4200000000001,"ok",0.05,15,20,"npos"
"WGCNA",0.573529411764706,0.296609380549714,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.409999999999854,"ok",0.05,15,20,"npos"
"GENIE3",0.616310160427808,0.281026698597733,0.318181818181818,0.220588235294118,0.0975935828877005,0.681818181818182,NA,0.0400000000008731,"ok",0.05,15,20,"npos"
"idopNetwork",0.823863636363636,0.531159190033559,0.583333333333333,0.113636363636364,0.46969696969697,0.75,0.5,62.3000000000011,"ok",0.05,20,1,"npos"
"WGCNA",0.533422459893048,0.331843512480979,0.318181818181818,0.220588235294118,0.0975935828877005,NA,NA,0.420000000000073,"ok",0.05,20,1,"npos"
"GENIE3",0.677807486631016,0.395784274987227,0.363636363636364,0.205882352941176,0.157754010695187,0.681818181818182,NA,0.0999999999985448,"ok",0.05,20,1,"npos"
"idopNetwork",0.697860962566845,0.504983428766192,0.470588235294118,0.163636363636364,0.306951871657754,0.529411764705882,0.7,49.1000000000004,"ok",0.05,20,2,"npos"
"WGCNA",0.49331550802139,0.232687667685466,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.430000000000291,"ok",0.05,20,2,"npos"
"GENIE3",0.665106951871658,0.332989625922073,0.363636363636364,0.205882352941176,0.157754010695187,0.590909090909091,NA,0.0799999999999272,"ok",0.05,20,2,"npos"
"idopNetwork",0.699465240641711,0.414399508644597,0.411764705882353,0.181818181818182,0.229946524064171,0.647058823529412,0.692307692307692,154.75,"ok",0.05,20,3,"npos"
"WGCNA",0.61096256684492,0.292793807063896,0.363636363636364,0.205882352941176,0.157754010695187,NA,NA,0.479999999999563,"ok",0.05,20,3,"npos"
"GENIE3",0.66644385026738,0.366687950043806,0.363636363636364,0.205882352941176,0.157754010695187,0.590909090909091,NA,0.100000000000364,"ok",0.05,20,3,"npos"
"idopNetwork",0.770053475935829,0.478460864881102,0.470588235294118,0.163636363636364,0.306951871657754,0.764705882352941,0.357142857142857,159.67,"ok",0.05,20,4,"npos"
"WGCNA",0.49331550802139,0.255437541749665,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.539999999999054,"ok",0.05,20,4,"npos"
"GENIE3",0.697192513368984,0.400697072560242,0.409090909090909,0.191176470588235,0.217914438502674,0.727272727272727,NA,0.100000000000364,"ok",0.05,20,4,"npos"
"idopNetwork",0.746212121212121,0.442791396496117,0.416666666666667,0.159090909090909,0.257575757575758,0.666666666666667,0.5,58.6499999999996,"ok",0.05,20,5,"npos"
"WGCNA",0.524064171122995,0.298886684569447,0.318181818181818,0.220588235294118,0.0975935828877005,NA,NA,0.540000000000873,"ok",0.05,20,5,"npos"
"GENIE3",0.685160427807487,0.354860151400005,0.363636363636364,0.205882352941176,0.157754010695187,0.590909090909091,NA,0.0900000000001455,"ok",0.05,20,5,"npos"
"idopNetwork",0.617424242424242,0.320855904087762,0.416666666666667,0.159090909090909,0.257575757575758,0.416666666666667,0.571428571428571,43.6600000000017,"ok",0.05,20,6,"npos"
"WGCNA",0.581550802139037,0.338060138665117,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.449999999998909,"ok",0.05,20,6,"npos"
"GENIE3",0.663770053475936,0.380130156618466,0.363636363636364,0.205882352941176,0.157754010695187,0.636363636363636,NA,0.0799999999999272,"ok",0.05,20,6,"npos"
"idopNetwork",0.759469696969697,0.369173535018114,0.416666666666667,0.159090909090909,0.257575757575758,0.833333333333333,0.6,41.0300000000007,"ok",0.05,20,7,"npos"
"WGCNA",0.581550802139037,0.273741705544173,0.318181818181818,0.220588235294118,0.0975935828877005,NA,NA,0.609999999998763,"ok",0.05,20,7,"npos"
"GENIE3",0.524064171122995,0.234035011296419,0.136363636363636,0.279411764705882,-0.143048128342246,0.454545454545455,NA,0.1200000000008,"ok",0.05,20,7,"npos"
"idopNetwork",0.650802139037433,0.302131791413252,0.294117647058824,0.218181818181818,0.0759358288770054,0.647058823529412,0.642857142857143,140.699999999999,"ok",0.05,20,8,"npos"
"WGCNA",0.39572192513369,0.205233554883055,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.520000000000437,"ok",0.05,20,8,"npos"
"GENIE3",0.661764705882353,0.410382874148351,0.363636363636364,0.205882352941176,0.157754010695187,0.636363636363636,NA,0.100000000000364,"ok",0.05,20,8,"npos"
"idopNetwork",0.642780748663102,0.394155661413882,0.470588235294118,0.163636363636364,0.306951871657754,0.470588235294118,0.555555555555556,65.8700000000008,"ok",0.05,20,9,"npos"
"WGCNA",0.411764705882353,0.2018919107671,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.5,"ok",0.05,20,9,"npos"
"GENIE3",0.553475935828877,0.276554000335889,0.318181818181818,0.220588235294118,0.0975935828877005,0.636363636363636,NA,0.100000000000364,"ok",0.05,20,9,"npos"
"idopNetwork",0.787878787878788,0.570726266598813,0.5,0.136363636363636,0.363636363636364,0.666666666666667,0.8,64.9699999999993,"ok",0.05,20,10,"npos"
"WGCNA",0.454545454545455,0.330040725364233,0.318181818181818,0.220588235294118,0.0975935828877005,NA,NA,0.5,"ok",0.05,20,10,"npos"
"GENIE3",0.635695187165775,0.318217557522964,0.318181818181818,0.220588235294118,0.0975935828877005,0.681818181818182,NA,0.110000000000582,"ok",0.05,20,10,"npos"
"idopNetwork",0.729166666666667,0.35178975715747,0.333333333333333,0.181818181818182,0.151515151515152,0.666666666666667,0.4,84.8100000000013,"ok",0.05,20,11,"npos"
"WGCNA",0.406417112299465,0.203483160788563,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.420000000000073,"ok",0.05,20,11,"npos"
"GENIE3",0.620989304812834,0.358188067328292,0.318181818181818,0.220588235294118,0.0975935828877005,0.727272727272727,NA,0.109999999998763,"ok",0.05,20,11,"npos"
"idopNetwork",0.680213903743316,0.352012301943372,0.352941176470588,0.2,0.152941176470588,0.588235294117647,0.75,122.83,"ok",0.05,20,12,"npos"
"WGCNA",0.431818181818182,0.210598819831864,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.420000000000073,"ok",0.05,20,12,"npos"
"GENIE3",0.554812834224599,0.291462298362016,0.227272727272727,0.25,-0.0227272727272727,0.636363636363636,NA,0.0799999999999272,"ok",0.05,20,12,"npos"
"idopNetwork",0.638502673796791,0.323224791520697,0.411764705882353,0.181818181818182,0.229946524064171,0.529411764705882,0.5,160.720000000001,"ok",0.05,20,13,"npos"
"WGCNA",0.474598930481283,0.247880969614751,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.569999999999709,"ok",0.05,20,13,"npos"
"GENIE3",0.600267379679144,0.278250704757581,0.272727272727273,0.235294117647059,0.0374331550802139,0.5,NA,0.0900000000001455,"ok",0.05,20,13,"npos"
"idopNetwork",0.566176470588235,0.279035782422429,0.363636363636364,0.205882352941176,0.157754010695187,0.454545454545455,0.333333333333333,111.900000000001,"ok",0.05,20,14,"npos"
"WGCNA",0.453208556149733,0.227896871446747,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.420000000000073,"ok",0.05,20,14,"npos"
"GENIE3",0.608288770053476,0.312427595635862,0.318181818181818,0.220588235294118,0.0975935828877005,0.590909090909091,NA,0.0900000000001455,"ok",0.05,20,14,"npos"
"idopNetwork",0.750802139037433,0.420812973970865,0.529411764705882,0.145454545454545,0.383957219251337,0.647058823529412,0.384615384615385,95,"ok",0.05,20,15,"npos"
"WGCNA",0.485294117647059,0.33874012595832,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.540000000000873,"ok",0.05,20,15,"npos"
"GENIE3",0.669786096256685,0.370960373824895,0.454545454545455,0.176470588235294,0.27807486631016,0.590909090909091,NA,0.110000000000582,"ok",0.05,20,15,"npos"
"idopNetwork",0.838502673796791,0.519168874719675,0.529411764705882,0.145454545454545,0.383957219251337,0.764705882352941,0.705882352941177,146.890000000001,"ok",0.05,20,16,"npos"
"WGCNA",0.470588235294118,0.24328481747476,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.5,"ok",0.05,20,16,"npos"
"GENIE3",0.661764705882353,0.356767491983755,0.318181818181818,0.220588235294118,0.0975935828877005,0.590909090909091,NA,0.0900000000001455,"ok",0.05,20,16,"npos"
"idopNetwork",0.741176470588235,0.549432220713435,0.470588235294118,0.163636363636364,0.306951871657754,0.647058823529412,0.384615384615385,84.8700000000008,"ok",0.05,20,17,"npos"
"WGCNA",0.501336898395722,0.252642931590656,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.459999999999127,"ok",0.05,20,17,"npos"
"GENIE3",0.576871657754011,0.336699870489401,0.272727272727273,0.235294117647059,0.0374331550802139,0.5,NA,0.110000000000582,"ok",0.05,20,17,"npos"
"idopNetwork",0.710227272727273,0.559033904422412,0.416666666666667,0.159090909090909,0.257575757575758,0.5,0.75,44.9499999999989,"ok",0.05,20,18,"npos"
"WGCNA",0.459893048128342,0.232817244606685,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.740000000001601,"ok",0.05,20,18,"npos"
"GENIE3",0.600267379679144,0.288822236559254,0.318181818181818,0.220588235294118,0.0975935828877005,0.590909090909091,NA,0.109999999998763,"ok",0.05,20,18,"npos"
"idopNetwork",0.660037878787879,0.424675046320069,0.416666666666667,0.159090909090909,0.257575757575758,0.583333333333333,0.428571428571429,33.1000000000004,"ok",0.05,20,19,"npos"
"WGCNA",0.462566844919786,0.316974194724593,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.440000000000509,"ok",0.05,20,19,"npos"
"GENIE3",0.5975935828877,0.30168551972362,0.409090909090909,0.191176470588235,0.217914438502674,0.636363636363636,NA,0.069999999999709,"ok",0.05,20,19,"npos"
"idopNetwork",0.706951871657754,0.38871955129394,0.470588235294118,0.163636363636364,0.306951871657754,0.588235294117647,0.5,133,"ok",0.05,20,20,"npos"
"WGCNA",0.422459893048128,0.239620991083919,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.549999999999272,"ok",0.05,20,20,"npos"
"GENIE3",0.622326203208556,0.368084210351326,0.272727272727273,0.235294117647059,0.0374331550802139,0.5,NA,0.0900000000001455,"ok",0.05,20,20,"npos"
"idopNetwork",0.607007575757576,0.317903165745205,0.416666666666667,0.159090909090909,0.257575757575758,0.5,0.571428571428571,43.6399999999994,"ok",0.05,30,1,"npos"
"WGCNA",0.417112299465241,0.232760121152699,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.450000000000728,"ok",0.05,30,1,"npos"
"GENIE3",0.592245989304813,0.28388094881718,0.318181818181818,0.220588235294118,0.0975935828877005,0.636363636363636,NA,0.170000000000073,"ok",0.05,30,1,"npos"
"idopNetwork",0.725378787878788,0.420985271413131,0.416666666666667,0.159090909090909,0.257575757575758,0.833333333333333,0.6,69.1500000000015,"ok",0.05,30,2,"npos"
"WGCNA",0.445187165775401,0.231490611639611,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.709999999999127,"ok",0.05,30,2,"npos"
"GENIE3",0.631016042780749,0.298864828260909,0.272727272727273,0.235294117647059,0.0374331550802139,0.590909090909091,NA,0.180000000000291,"ok",0.05,30,2,"npos"
"idopNetwork",0.693181818181818,0.370710340841393,0.416666666666667,0.159090909090909,0.257575757575758,0.583333333333333,0.666666666666667,53.9200000000001,"ok",0.05,30,3,"npos"
"WGCNA",0.411764705882353,0.298718361426253,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.43999999999869,"ok",0.05,30,3,"npos"
"GENIE3",0.589572192513369,0.357076918432918,0.227272727272727,0.25,-0.0227272727272727,0.545454545454545,NA,0.190000000000509,"ok",0.05,30,3,"npos"
"idopNetwork",0.713068181818182,0.457487359925708,0.5,0.136363636363636,0.363636363636364,0.583333333333333,0.333333333333333,40.2899999999991,"ok",0.05,30,4,"npos"
"WGCNA",0.482620320855615,0.231227820928719,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.430000000000291,"ok",0.05,30,4,"npos"
"GENIE3",0.629010695187166,0.329580824291731,0.318181818181818,0.220588235294118,0.0975935828877005,0.590909090909091,NA,0.149999999999636,"ok",0.05,30,4,"npos"
"idopNetwork",0.674242424242424,0.333880815870844,0.416666666666667,0.159090909090909,0.257575757575758,0.583333333333333,0.5,43.5200000000004,"ok",0.05,30,5,"npos"
"WGCNA",0.478609625668449,0.222891414189148,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.699999999998909,"ok",0.05,30,5,"npos"
"GENIE3",0.647727272727273,0.371898019924007,0.363636363636364,0.205882352941176,0.157754010695187,0.590909090909091,NA,0.170000000000073,"ok",0.05,30,5,"npos"
"idopNetwork",0.698863636363636,0.463256020906404,0.416666666666667,0.159090909090909,0.257575757575758,0.666666666666667,0.625,35.8899999999994,"ok",0.05,30,6,"npos"
"WGCNA",0.466577540106952,0.232880397265172,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.430000000000291,"ok",0.05,30,6,"npos"
"GENIE3",0.61831550802139,0.323721048307663,0.318181818181818,0.220588235294118,0.0975935828877005,0.727272727272727,NA,0.200000000000728,"ok",0.05,30,6,"npos"
"idopNetwork",0.846590909090909,0.655690855342543,0.583333333333333,0.113636363636364,0.46969696969697,0.833333333333333,0.727272727272727,74.6499999999996,"ok",0.05,30,7,"npos"
"WGCNA",0.580213903743315,0.307836632665957,0.318181818181818,0.220588235294118,0.0975935828877005,NA,NA,0.409999999999854,"ok",0.05,30,7,"npos"
"GENIE3",0.670454545454545,0.363734719355131,0.318181818181818,0.220588235294118,0.0975935828877005,0.727272727272727,NA,0.190000000000509,"ok",0.05,30,7,"npos"
"idopNetwork",0.733901515151515,0.502992000981235,0.416666666666667,0.159090909090909,0.257575757575758,0.75,0.636363636363636,110.99,"ok",0.05,30,8,"npos"
"WGCNA",0.481283422459893,0.252400793215756,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.399999999999636,"ok",0.05,30,8,"npos"
"GENIE3",0.598262032085562,0.325835423767128,0.318181818181818,0.220588235294118,0.0975935828877005,0.636363636363636,NA,0.159999999999854,"ok",0.05,30,8,"npos"
"idopNetwork",0.737689393939394,0.522108734533687,0.333333333333333,0.181818181818182,0.151515151515152,0.583333333333333,0.555555555555556,32.1800000000003,"ok",0.05,30,9,"npos"
"WGCNA",0.477272727272727,0.227702280404595,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.619999999998981,"ok",0.05,30,9,"npos"
"GENIE3",0.665775401069519,0.344853183197055,0.318181818181818,0.220588235294118,0.0975935828877005,0.590909090909091,NA,0.170000000000073,"ok",0.05,30,9,"npos"
"idopNetwork",0.708333333333333,0.386488536068512,0.5,0.136363636363636,0.363636363636364,0.5,0.75,30.9699999999993,"ok",0.05,30,10,"npos"
"WGCNA",0.38903743315508,0.196191720112658,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.75,"ok",0.05,30,10,"npos"
"GENIE3",0.61831550802139,0.312330563419981,0.318181818181818,0.220588235294118,0.0975935828877005,0.681818181818182,NA,0.190000000000509,"ok",0.05,30,10,"npos"
"idopNetwork",0.735294117647059,0.434694237006547,0.529411764705882,0.145454545454545,0.383957219251337,0.764705882352941,0.5,179.439999999999,"ok",0.05,30,11,"npos"
"WGCNA",0.450534759358289,0.235001041847566,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.610000000000582,"ok",0.05,30,11,"npos"
"GENIE3",0.595588235294118,0.318030091404263,0.272727272727273,0.235294117647059,0.0374331550802139,0.636363636363636,NA,0.170000000000073,"ok",0.05,30,11,"npos"
"idopNetwork",0.75,0.591641963281251,0.5,0.136363636363636,0.363636363636364,0.666666666666667,0.333333333333333,71.0900000000001,"ok",0.05,30,12,"npos"
"WGCNA",0.479946524064171,0.247078058231596,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.68999999999869,"ok",0.05,30,12,"npos"
"GENIE3",0.628342245989305,0.373997241093332,0.227272727272727,0.25,-0.0227272727272727,0.545454545454545,NA,0.200000000000728,"ok",0.05,30,12,"npos"
"idopNetwork",0.755681818181818,0.370088478140483,0.416666666666667,0.159090909090909,0.257575757575758,0.666666666666667,0.5,59.8399999999983,"ok",0.05,30,13,"npos"
"WGCNA",0.421122994652406,0.20645923038315,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.490000000001601,"ok",0.05,30,13,"npos"
"GENIE3",0.574866310160428,0.260227734277887,0.227272727272727,0.25,-0.0227272727272727,0.727272727272727,NA,0.170000000000073,"ok",0.05,30,13,"npos"
"idopNetwork",0.655080213903743,0.455505473306678,0.470588235294118,0.163636363636364,0.306951871657754,0.529411764705882,0.5,73.2900000000009,"ok",0.05,30,14,"npos"
"WGCNA",0.552139037433155,0.36251126968196,0.318181818181818,0.220588235294118,0.0975935828877005,NA,NA,0.430000000000291,"ok",0.05,30,14,"npos"
"GENIE3",0.599598930481283,0.290961180855403,0.272727272727273,0.235294117647059,0.0374331550802139,0.5,NA,0.180000000000291,"ok",0.05,30,14,"npos"
"idopNetwork",0.667613636363636,0.399293440960904,0.5,0.136363636363636,0.363636363636364,0.583333333333333,0.714285714285714,48.8999999999996,"ok",0.05,30,15,"npos"
"WGCNA",0.401069518716578,0.198907475494554,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.430000000000291,"ok",0.05,30,15,"npos"
"GENIE3",0.560160427807487,0.347030250594997,0.227272727272727,0.25,-0.0227272727272727,0.454545454545455,NA,0.180000000000291,"ok",0.05,30,15,"npos"
"idopNetwork",0.628787878787879,0.297386013947623,0.333333333333333,0.181818181818182,0.151515151515152,0.5,0.285714285714286,32.2299999999996,"ok",0.05,30,16,"npos"
"WGCNA",0.43716577540107,0.222394783144354,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.440000000000509,"ok",0.05,30,16,"npos"
"GENIE3",0.699866310160428,0.405369259779366,0.363636363636364,0.205882352941176,0.157754010695187,0.681818181818182,NA,0.199999999998909,"ok",0.05,30,16,"npos"
"idopNetwork",0.778409090909091,0.531936210793002,0.583333333333333,0.113636363636364,0.46969696969697,0.666666666666667,0.444444444444444,48.2800000000007,"ok",0.05,30,17,"npos"
"WGCNA",0.386363636363636,0.193854568064302,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.420000000000073,"ok",0.05,30,17,"npos"
"GENIE3",0.497994652406417,0.253887413173079,0.227272727272727,0.25,-0.0227272727272727,0.363636363636364,NA,0.209999999999127,"ok",0.05,30,17,"npos"
"idopNetwork",0.723484848484849,0.461639871591742,0.333333333333333,0.181818181818182,0.151515151515152,0.666666666666667,0.4,61.6000000000004,"ok",0.05,30,18,"npos"
"WGCNA",0.427807486631016,0.215248041141154,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.430000000000291,"ok",0.05,30,18,"npos"
"GENIE3",0.57620320855615,0.265960137745919,0.227272727272727,0.25,-0.0227272727272727,0.454545454545455,NA,0.209999999999127,"ok",0.05,30,18,"npos"
"idopNetwork",0.711229946524064,0.56006415038117,0.529411764705882,0.145454545454545,0.383957219251337,0.588235294117647,0.545454545454545,160.26,"ok",0.05,30,19,"npos"
"WGCNA",0.49331550802139,0.261925783582929,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.569999999999709,"ok",0.05,30,19,"npos"
"GENIE3",0.688502673796791,0.440820250899215,0.363636363636364,0.205882352941176,0.157754010695187,0.590909090909091,NA,0.180000000000291,"ok",0.05,30,19,"npos"
"idopNetwork",0.659090909090909,0.334857008473417,0.333333333333333,0.181818181818182,0.151515151515152,0.666666666666667,0.5,68.7100000000009,"ok",0.05,30,20,"npos"
"WGCNA",0.517379679144385,0.36590870565566,0.318181818181818,0.220588235294118,0.0975935828877005,NA,NA,0.559999999999491,"ok",0.05,30,20,"npos"
"GENIE3",0.699197860962567,0.420632321835627,0.363636363636364,0.205882352941176,0.157754010695187,0.681818181818182,NA,0.190000000000509,"ok",0.05,30,20,"npos"
"idopNetwork",0.710227272727273,0.381336764803044,0.333333333333333,0.181818181818182,0.151515151515152,0.666666666666667,0.666666666666667,56.5699999999997,"ok",0.05,50,1,"npos"
"WGCNA",0.398395721925134,0.197610928300688,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.559999999999491,"ok",0.05,50,1,"npos"
"GENIE3",0.552807486631016,0.358081404354711,0.272727272727273,0.235294117647059,0.0374331550802139,0.545454545454545,NA,0.340000000000146,"ok",0.05,50,1,"npos"
"idopNetwork",0.729166666666667,0.451192851709474,0.416666666666667,0.159090909090909,0.257575757575758,0.666666666666667,0.4,79.4699999999993,"ok",0.05,50,2,"npos"
"WGCNA",0.387700534759358,0.194186741955883,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.610000000000582,"ok",0.05,50,2,"npos"
"GENIE3",0.562834224598931,0.273419823591145,0.227272727272727,0.25,-0.0227272727272727,0.5,NA,0.360000000000582,"ok",0.05,50,2,"npos"
"idopNetwork",0.787878787878788,0.391503895690781,0.5,0.136363636363636,0.363636363636364,0.833333333333333,0.181818181818182,70.5599999999995,"ok",0.05,50,3,"npos"
"WGCNA",0.390374331550802,0.199262632856065,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.389999999999418,"ok",0.05,50,3,"npos"
"GENIE3",0.657085561497326,0.32944409027846,0.318181818181818,0.220588235294118,0.0975935828877005,0.5,NA,0.389999999999418,"ok",0.05,50,3,"npos"
"idopNetwork",0.700757575757576,0.452065100401143,0.416666666666667,0.159090909090909,0.257575757575758,0.666666666666667,0.666666666666667,64.8899999999994,"ok",0.05,50,4,"npos"
"WGCNA",0.399732620320856,0.223137497242416,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.700000000000728,"ok",0.05,50,4,"npos"
"GENIE3",0.677139037433155,0.326273733508062,0.363636363636364,0.205882352941176,0.157754010695187,0.636363636363636,NA,0.369999999998981,"ok",0.05,50,4,"npos"
"idopNetwork",0.78219696969697,0.433555897449491,0.5,0.136363636363636,0.363636363636364,0.75,0.8,69.8700000000008,"ok",0.05,50,5,"npos"
"WGCNA",0.489304812834225,0.309715707166306,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.559999999999491,"ok",0.05,50,5,"npos"
"GENIE3",0.682486631016043,0.344732079221951,0.363636363636364,0.205882352941176,0.157754010695187,0.681818181818182,NA,0.350000000000364,"ok",0.05,50,5,"npos"
"idopNetwork",0.801136363636364,0.425123869248974,0.416666666666667,0.159090909090909,0.257575757575758,0.833333333333333,0.5,79.5,"ok",0.05,50,6,"npos"
"WGCNA",0.524064171122995,0.282218025517804,0.318181818181818,0.220588235294118,0.0975935828877005,NA,NA,0.43999999999869,"ok",0.05,50,6,"npos"
"GENIE3",0.671791443850267,0.38000311858032,0.318181818181818,0.220588235294118,0.0975935828877005,0.545454545454545,NA,0.340000000000146,"ok",0.05,50,6,"npos"
"idopNetwork",0.763257575757576,0.534193601465565,0.583333333333333,0.113636363636364,0.46969696969697,0.666666666666667,0.4,69.0599999999995,"ok",0.05,50,7,"npos"
"WGCNA",0.494652406417112,0.25136154814638,0.318181818181818,0.220588235294118,0.0975935828877005,NA,NA,0.659999999999854,"ok",0.05,50,7,"npos"
"GENIE3",0.635695187165775,0.333251016902269,0.318181818181818,0.220588235294118,0.0975935828877005,0.545454545454545,NA,0.399999999999636,"ok",0.05,50,7,"npos"
"idopNetwork",0.793560606060606,0.529798066619409,0.5,0.136363636363636,0.363636363636364,0.75,0.2,41.8600000000006,"ok",0.05,50,8,"npos"
"WGCNA",0.526737967914438,0.347993708777544,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.420000000000073,"ok",0.05,50,8,"npos"
"GENIE3",0.629010695187166,0.314792700303138,0.409090909090909,0.191176470588235,0.217914438502674,0.5,NA,0.329999999999927,"ok",0.05,50,8,"npos"
"idopNetwork",0.6875,0.342145354583711,0.5,0.136363636363636,0.363636363636364,0.583333333333333,0.75,74.1599999999999,"ok",0.05,50,9,"npos"
"WGCNA",0.514705882352941,0.280289491083172,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.429999999998472,"ok",0.05,50,9,"npos"
"GENIE3",0.657754010695187,0.347207350362707,0.318181818181818,0.220588235294118,0.0975935828877005,0.681818181818182,NA,0.360000000000582,"ok",0.05,50,9,"npos"
