"method","AUROC","AUPRC","TPR","FPR","MCC","dir_acc","sign_acc","runtime","status","noise_sd","n_pos","rep_id","sweep"
"GENIE3",0.598262032085562,0.285893394432624,0.272727272727273,0.235294117647059,0.0374331550802139,0.590909090909091,NA,0.150000000000546,"ok",0.05,30,16,"noise"
"idopNetwork",0.816287878787879,0.466653795623726,0.583333333333333,0.113636363636364,0.46969696969697,0.75,0.636363636363636,60.6999999999998,"ok",0.05,30,17,"noise"
"WGCNA",0.406417112299465,0.198630064324303,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.450000000000728,"ok",0.05,30,17,"noise"
"GENIE3",0.568181818181818,0.282618091672041,0.272727272727273,0.235294117647059,0.0374331550802139,0.409090909090909,NA,0.210000000000036,"ok",0.05,30,17,"noise"
"idopNetwork",0.789772727272727,0.396412503084587,0.416666666666667,0.159090909090909,0.257575757575758,0.75,0.583333333333333,77.5500000000002,"ok",0.05,30,18,"noise"
"WGCNA",0.490641711229947,0.338030081326343,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.409999999999854,"ok",0.05,30,18,"noise"
"GENIE3",0.665106951871658,0.346494621553208,0.409090909090909,0.191176470588235,0.217914438502674,0.681818181818182,NA,0.230000000000473,"ok",0.05,30,18,"noise"
"idopNetwork",0.798295454545454,0.507785803319576,0.416666666666667,0.159090909090909,0.257575757575758,0.75,0.727272727272727,58.7300000000005,"ok",0.05,30,19,"noise"
"WGCNA",0.371657754010695,0.194189674138486,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.470000000000255,"ok",0.05,30,19,"noise"
"GENIE3",0.600267379679144,0.384434912107978,0.272727272727273,0.235294117647059,0.0374331550802139,0.590909090909091,NA,0.1899999999996,"ok",0.05,30,19,"noise"
"idopNetwork",0.785037878787879,0.398764441969789,0.5,0.136363636363636,0.363636363636364,0.916666666666667,0.636363636363636,121,"ok",0.05,30,20,"noise"
"WGCNA",0.485294117647059,0.263628503322424,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.469999999999345,"ok",0.05,30,20,"noise"
"GENIE3",0.65975935828877,0.344570658626844,0.318181818181818,0.220588235294118,0.0975935828877005,0.727272727272727,NA,0.200000000000728,"ok",0.05,30,20,"noise"
"idopNetwork",0.674866310160428,0.351591128118021,0.411764705882353,0.181818181818182,0.229946524064171,0.588235294117647,0.636363636363636,96.8600000000006,"ok",0.07,30,1,"noise"
"WGCNA",0.5,0.255058414290245,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.470000000000255,"ok",0.07,30,1,"noise"
"GENIE3",0.668449197860963,0.426540385141722,0.409090909090909,0.191176470588235,0.217914438502674,0.545454545454545,NA,0.1899999999996,"ok",0.07,30,1,"noise"
"idopNetwork",0.706439393939394,0.302684062074105,0.25,0.204545454545455,0.0454545454545455,0.75,0.545454545454545,77.4399999999996,"ok",0.07,30,2,"noise"
"WGCNA",0.39572192513369,0.201857883607263,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.420000000000073,"ok",0.07,30,2,"noise"
"GENIE3",0.580213903743315,0.326208591397361,0.272727272727273,0.235294117647059,0.0374331550802139,0.454545454545455,NA,0.190000000000509,"ok",0.07,30,2,"noise"
"idopNetwork",0.74331550802139,0.600087191897662,0.588235294117647,0.127272727272727,0.46096256684492,0.588235294117647,0.666666666666667,126.059999999999,"ok",0.07,30,3,"noise"
"WGCNA",0.362299465240642,0.190828809557066,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,1.46000000000004,"ok",0.07,30,3,"noise"
"GENIE3",0.617647058823529,0.37331358536614,0.272727272727273,0.235294117647059,0.0374331550802139,0.681818181818182,NA,0.369999999999891,"ok",0.07,30,3,"noise"
"idopNetwork",0.753787878787879,0.476421141217795,0.5,0.136363636363636,0.363636363636364,0.666666666666667,0.4,103.33,"ok",0.07,30,4,"noise"
"WGCNA",0.520053475935829,0.339041442441812,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.420000000000073,"ok",0.07,30,4,"noise"
"GENIE3",0.67379679144385,0.39489210171077,0.454545454545455,0.176470588235294,0.27807486631016,0.5,NA,0.210000000000036,"ok",0.07,30,4,"noise"
"idopNetwork",0.637433155080214,0.370194944179657,0.529411764705882,0.145454545454545,0.383957219251337,0.529411764705882,0.7,163.16,"ok",0.07,30,5,"noise"
"WGCNA",0.504010695187166,0.330945475108305,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.529999999999745,"ok",0.07,30,5,"noise"
"GENIE3",0.619652406417112,0.298057788008518,0.318181818181818,0.220588235294118,0.0975935828877005,0.681818181818182,NA,0.170000000000073,"ok",0.07,30,5,"noise"
"idopNetwork",0.733901515151515,0.36743928234304,0.5,0.136363636363636,0.363636363636364,0.583333333333333,0.777777777777778,59.7599999999993,"ok",0.07,30,6,"noise"
"WGCNA",0.455882352941176,0.309673056170851,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.530000000000655,"ok",0.07,30,6,"noise"
"GENIE3",0.686497326203209,0.393204836408097,0.318181818181818,0.220588235294118,0.0975935828877005,0.545454545454545,NA,0.1899999999996,"ok",0.07,30,6,"noise"
"idopNetwork",0.671657754010695,0.355647097848273,0.470588235294118,0.163636363636364,0.306951871657754,0.588235294117647,0.636363636363636,184.309999999999,"ok",0.07,30,7,"noise"
"WGCNA",0.482620320855615,0.254194443951458,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.480000000000473,"ok",0.07,30,7,"noise"
"GENIE3",0.742647058823529,0.505529164447489,0.5,0.161764705882353,0.338235294117647,0.636363636363636,NA,0.1899999999996,"ok",0.07,30,7,"noise"
"idopNetwork",0.685606060606061,0.316234315446825,0.333333333333333,0.181818181818182,0.151515151515152,0.583333333333333,0.4,90.1799999999994,"ok",0.07,30,8,"noise"
"WGCNA",0.393048128342246,0.206688465515123,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.520000000000437,"ok",0.07,30,8,"noise"
"GENIE3",0.635026737967914,0.329512995909042,0.318181818181818,0.220588235294118,0.0975935828877005,0.681818181818182,NA,0.1899999999996,"ok",0.07,30,8,"noise"
"idopNetwork",0.748106060606061,0.530671259663743,0.333333333333333,0.181818181818182,0.151515151515152,0.666666666666667,0.5,57.25,"ok",0.07,30,9,"noise"
"WGCNA",0.417112299465241,0.289329522028607,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.390000000000327,"ok",0.07,30,9,"noise"
"GENIE3",0.726604278074866,0.465675847450102,0.363636363636364,0.205882352941176,0.157754010695187,0.681818181818182,NA,0.1899999999996,"ok",0.07,30,9,"noise"
"idopNetwork",0.8125,0.606691180925812,0.5,0.136363636363636,0.363636363636364,0.666666666666667,0.7,54.6499999999996,"ok",0.07,30,10,"noise"
"WGCNA",0.447860962566845,0.220591782243094,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.420000000000073,"ok",0.07,30,10,"noise"
"GENIE3",0.70120320855615,0.393523136253982,0.409090909090909,0.191176470588235,0.217914438502674,0.681818181818182,NA,0.1899999999996,"ok",0.07,30,10,"noise"
"idopNetwork",0.684659090909091,0.393078039718311,0.5,0.136363636363636,0.363636363636364,0.75,0.555555555555556,61.6700000000001,"ok",0.07,30,11,"noise"
"WGCNA",0.485294117647059,0.253174311984573,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.479999999999563,"ok",0.07,30,11,"noise"
"GENIE3",0.638368983957219,0.303017940769237,0.363636363636364,0.205882352941176,0.157754010695187,0.681818181818182,NA,0.190000000000509,"ok",0.07,30,11,"noise"
"idopNetwork",0.712299465240642,0.447929396592045,0.411764705882353,0.181818181818182,0.229946524064171,0.647058823529412,0.538461538461538,137.52,"ok",0.07,30,12,"noise"
"WGCNA",0.397058823529412,0.294893578531873,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.400000000000546,"ok",0.07,30,12,"noise"
"GENIE3",0.637700534759358,0.375799880562703,0.363636363636364,0.205882352941176,0.157754010695187,0.636363636363636,NA,0.239999999999782,"ok",0.07,30,12,"noise"
"idopNetwork",0.738636363636364,0.508576913829285,0.416666666666667,0.159090909090909,0.257575757575758,0.583333333333333,0.444444444444444,51.6899999999996,"ok",0.07,30,13,"noise"
"WGCNA",0.381016042780749,0.198103264075076,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.489999999999782,"ok",0.07,30,13,"noise"
"GENIE3",0.661096256684492,0.358208023777029,0.363636363636364,0.205882352941176,0.157754010695187,0.545454545454545,NA,0.180000000000291,"ok",0.07,30,13,"noise"
"idopNetwork",0.799242424242424,0.493991044965125,0.583333333333333,0.113636363636364,0.46969696969697,0.666666666666667,0.5,75.6899999999996,"ok",0.07,30,14,"noise"
"WGCNA",0.417112299465241,0.20559848599642,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.449999999999818,"ok",0.07,30,14,"noise"
"GENIE3",0.67379679144385,0.440725783950081,0.363636363636364,0.205882352941176,0.157754010695187,0.681818181818182,NA,0.190000000000509,"ok",0.07,30,14,"noise"
"idopNetwork",0.68655303030303,0.389740427024918,0.333333333333333,0.181818181818182,0.151515151515152,0.583333333333333,0.777777777777778,102.410000000001,"ok",0.07,30,15,"noise"
"WGCNA",0.450534759358289,0.244397392612389,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.449999999999818,"ok",0.07,30,15,"noise"
"GENIE3",0.63168449197861,0.302579910735893,0.272727272727273,0.235294117647059,0.0374331550802139,0.590909090909091,NA,0.159999999999854,"ok",0.07,30,15,"noise"
"idopNetwork",0.830492424242424,0.666827391313332,0.583333333333333,0.113636363636364,0.46969696969697,0.75,0.818181818181818,59.2799999999997,"ok",0.07,30,16,"noise"
"WGCNA",0.614973262032086,0.30126620687844,0.318181818181818,0.220588235294118,0.0975935828877005,NA,NA,0.409999999999854,"ok",0.07,30,16,"noise"
"GENIE3",0.651737967914438,0.342123382016764,0.318181818181818,0.220588235294118,0.0975935828877005,0.681818181818182,NA,0.199999999999818,"ok",0.07,30,16,"noise"
"idopNetwork",0.730113636363636,0.448316955666398,0.5,0.136363636363636,0.363636363636364,0.583333333333333,0.555555555555556,85.9200000000001,"ok",0.07,30,17,"noise"
"WGCNA",0.391711229946524,0.205420440406433,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.449999999999818,"ok",0.07,30,17,"noise"
"GENIE3",0.667780748663102,0.353167465878231,0.272727272727273,0.235294117647059,0.0374331550802139,0.545454545454545,NA,0.170000000000073,"ok",0.07,30,17,"noise"
"idopNetwork",0.740106951871658,0.463088432219697,0.588235294117647,0.127272727272727,0.46096256684492,0.705882352941177,0.461538461538462,109.76,"ok",0.07,30,18,"noise"
"WGCNA",0.406417112299465,0.291661058309889,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.429999999999382,"ok",0.07,30,18,"noise"
"GENIE3",0.664438502673797,0.36499504173358,0.318181818181818,0.220588235294118,0.0975935828877005,0.727272727272727,NA,0.180000000000291,"ok",0.07,30,18,"noise"
"idopNetwork",0.770833333333333,0.612696596145669,0.5,0.136363636363636,0.363636363636364,0.75,0.555555555555556,62.8699999999999,"ok",0.07,30,19,"noise"
"WGCNA",0.402406417112299,0.231531716840862,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.4399999999996,"ok",0.07,30,19,"noise"
"GENIE3",0.647058823529412,0.374628363346801,0.363636363636364,0.205882352941176,0.157754010695187,0.636363636363636,NA,0.190000000000509,"ok",0.07,30,19,"noise"
"idopNetwork",0.660984848484849,0.391073403788066,0.333333333333333,0.181818181818182,0.151515151515152,0.583333333333333,0.5,56.1999999999998,"ok",0.07,30,20,"noise"
"WGCNA",0.486631016042781,0.353441233067129,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.489999999999782,"ok",0.07,30,20,"noise"
"GENIE3",0.669117647058824,0.356870112620013,0.318181818181818,0.220588235294118,0.0975935828877005,0.727272727272727,NA,0.170000000000073,"ok",0.07,30,20,"noise"
"idopNetwork",0.645454545454546,0.402470713837013,0.411764705882353,0.181818181818182,0.229946524064171,0.470588235294118,0.7,121.160000000001,"ok",0.1,30,1,"noise"
"WGCNA",0.39572192513369,0.199001694454442,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.509999999999309,"ok",0.1,30,1,"noise"
"GENIE3",0.681149732620321,0.355371689808307,0.363636363636364,0.205882352941176,0.157754010695187,0.681818181818182,NA,0.160000000000764,"ok",0.1,30,1,"noise"
"idopNetwork",0.731060606060606,0.480250331020194,0.333333333333333,0.181818181818182,0.151515151515152,0.666666666666667,0.6,54.9499999999998,"ok",0.1,30,2,"noise"
"WGCNA",0.473262032085562,0.236830590445267,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.4399999999996,"ok",0.1,30,2,"noise"
"GENIE3",0.712566844919786,0.409178162462562,0.409090909090909,0.191176470588235,0.217914438502674,0.681818181818182,NA,0.220000000000255,"ok",0.1,30,2,"noise"
"idopNetwork",0.685606060606061,0.292061400054828,0.333333333333333,0.181818181818182,0.151515151515152,0.666666666666667,0.3,76.3999999999996,"ok",0.1,30,3,"noise"
"WGCNA",0.538770053475936,0.293296861616743,0.318181818181818,0.220588235294118,0.0975935828877005,NA,NA,0.460000000000036,"ok",0.1,30,3,"noise"
"GENIE3",0.654411764705882,0.337333732111178,0.409090909090909,0.191176470588235,0.217914438502674,0.545454545454545,NA,0.180000000000291,"ok",0.1,30,3,"noise"
"idopNetwork",0.527807486631016,0.306985526667771,0.294117647058824,0.218181818181818,0.0759358288770054,0.352941176470588,0.333333333333333,66.7799999999997,"ok",0.1,30,4,"noise"
"WGCNA",0.455882352941176,0.253774976155022,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.4399999999996,"ok",0.1,30,4,"noise"
"GENIE3",0.643048128342246,0.332544945265314,0.363636363636364,0.205882352941176,0.157754010695187,0.636363636363636,NA,0.170000000000073,"ok",0.1,30,4,"noise"
"idopNetwork",0.572192513368984,0.365339389357914,0.352941176470588,0.2,0.152941176470588,0.411764705882353,0.444444444444444,98.2799999999997,"ok",0.1,30,5,"noise"
"WGCNA",0.413101604278075,0.205765528796125,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.5,"ok",0.1,30,5,"noise"
"GENIE3",0.648395721925134,0.42007501471918,0.318181818181818,0.220588235294118,0.0975935828877005,0.681818181818182,NA,0.199999999999818,"ok",0.1,30,5,"noise"
"idopNetwork",0.613636363636364,0.351661743631579,0.333333333333333,0.181818181818182,0.151515151515152,0.5,0.714285714285714,72.1700000000001,"ok",0.1,30,6,"noise"
"WGCNA",0.455882352941176,0.242225817614299,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.479999999999563,"ok",0.1,30,6,"noise"
"GENIE3",0.678475935828877,0.423114525705367,0.318181818181818,0.220588235294118,0.0975935828877005,0.681818181818182,NA,0.180000000000291,"ok",0.1,30,6,"noise"
"idopNetwork",0.725378787878788,0.471352153064841,0.416666666666667,0.159090909090909,0.257575757575758,0.666666666666667,0.5,97.1300000000001,"ok",0.1,30,7,"noise"
"WGCNA",0.39572192513369,0.241427798546789,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.509999999999309,"ok",0.1,30,7,"noise"
"GENIE3",0.711229946524064,0.403085163030453,0.363636363636364,0.205882352941176,0.157754010695187,0.772727272727273,NA,0.170000000000073,"ok",0.1,30,7,"noise"
"idopNetwork",0.884469696969697,0.614476387522788,0.583333333333333,0.113636363636364,0.46969696969697,0.833333333333333,0.5,57.25,"ok",0.1,30,8,"noise"
"WGCNA",0.532085561497326,0.272557773007153,0.363636363636364,0.205882352941176,0.157754010695187,NA,NA,0.4399999999996,"ok",0.1,30,8,"noise"
"GENIE3",0.699197860962567,0.380706295027414,0.363636363636364,0.205882352941176,0.157754010695187,0.727272727272727,NA,0.170000000000073,"ok",0.1,30,8,"noise"
"idopNetwork",0.620855614973262,0.386365355641644,0.352941176470588,0.2,0.152941176470588,0.470588235294118,0.5,131.21,"ok",0.1,30,9,"noise"
"WGCNA",0.546791443850267,0.36072044967094,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.399999999999636,"ok",0.1,30,9,"noise"
"GENIE3",0.711229946524064,0.408057908094192,0.409090909090909,0.191176470588235,0.217914438502674,0.590909090909091,NA,0.210000000000036,"ok",0.1,30,9,"noise"
"idopNetwork",0.674242424242424,0.388000135733767,0.25,0.204545454545455,0.0454545454545455,0.666666666666667,0.5,83.3199999999997,"ok",0.1,30,10,"noise"
"WGCNA",0.43716577540107,0.299044340250135,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.480000000000473,"ok",0.1,30,10,"noise"
"GENIE3",0.644385026737968,0.332606060885046,0.272727272727273,0.235294117647059,0.0374331550802139,0.681818181818182,NA,0.170000000000073,"ok",0.1,30,10,"noise"
"idopNetwork",0.804924242424243,0.547143139540317,0.416666666666667,0.159090909090909,0.257575757575758,0.75,0.6,60.4899999999998,"ok",0.1,30,11,"noise"
"WGCNA",0.390374331550802,0.20279551221289,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.480000000000473,"ok",0.1,30,11,"noise"
"GENIE3",0.655748663101604,0.339040606388801,0.363636363636364,0.205882352941176,0.157754010695187,0.681818181818182,NA,0.1899999999996,"ok",0.1,30,11,"noise"
"idopNetwork",0.773674242424242,0.45171495460894,0.333333333333333,0.181818181818182,0.151515151515152,0.833333333333333,0.636363636363636,80.8599999999997,"ok",0.1,30,12,"noise"
"WGCNA",0.47192513368984,0.297414884646839,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.5,"ok",0.1,30,12,"noise"
"GENIE3",0.718582887700535,0.365254851462363,0.363636363636364,0.205882352941176,0.157754010695187,0.727272727272727,NA,0.190000000000509,"ok",0.1,30,12,"noise"
"idopNetwork",0.759469696969697,0.504331368882922,0.5,0.136363636363636,0.363636363636364,0.75,0.7,74.5300000000007,"ok",0.1,30,13,"noise"
"WGCNA",0.461229946524064,0.247766323965898,0.318181818181818,0.220588235294118,0.0975935828877005,NA,NA,0.479999999999563,"ok",0.1,30,13,"noise"
"GENIE3",0.709893048128342,0.490297104371008,0.454545454545455,0.176470588235294,0.27807486631016,0.636363636363636,NA,0.170000000000073,"ok",0.1,30,13,"noise"
"idopNetwork",0.72620320855615,0.533802696650406,0.529411764705882,0.145454545454545,0.383957219251337,0.705882352941177,0.230769230769231,127.110000000001,"ok",0.1,30,14,"noise"
"WGCNA",0.533422459893048,0.290154411433081,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.479999999999563,"ok",0.1,30,14,"noise"
"GENIE3",0.696524064171123,0.418007810396884,0.363636363636364,0.205882352941176,0.157754010695187,0.636363636363636,NA,0.190000000000509,"ok",0.1,30,14,"noise"
"idopNetwork",0.738636363636364,0.513259244528545,0.5,0.136363636363636,0.363636363636364,0.5,0.555555555555556,77,"ok",0.1,30,15,"noise"
"WGCNA",0.473262032085562,0.331468470923617,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.390000000000327,"ok",0.1,30,15,"noise"
"GENIE3",0.747994652406417,0.493646434236141,0.454545454545455,0.176470588235294,0.27807486631016,0.5,NA,0.1899999999996,"ok",0.1,30,15,"noise"
"idopNetwork",0.698863636363636,0.530538309841322,0.416666666666667,0.159090909090909,0.257575757575758,0.666666666666667,0.555555555555556,94.6099999999997,"ok",0.1,30,16,"noise"
"WGCNA",0.508021390374332,0.251683420433796,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.420000000000073,"ok",0.1,30,16,"noise"
"GENIE3",0.663770053475936,0.32681863329615,0.272727272727273,0.235294117647059,0.0374331550802139,0.636363636363636,NA,0.170000000000073,"ok",0.1,30,16,"noise"
"idopNetwork",0.547348484848485,0.327865784228529,0.25,0.204545454545455,0.0454545454545455,0.5,0.5,52.9399999999996,"ok",0.1,30,17,"noise"
"WGCNA",0.45855614973262,0.225211647575119,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.430000000000291,"ok",0.1,30,17,"noise"
"GENIE3",0.586229946524064,0.285645877618822,0.318181818181818,0.220588235294118,0.0975935828877005,0.545454545454545,NA,0.1899999999996,"ok",0.1,30,17,"noise"
"idopNetwork",0.690909090909091,0.443956619449742,0.470588235294118,0.163636363636364,0.306951871657754,0.470588235294118,0.545454545454545,180.48,"ok",0.1,30,18,"noise"
"WGCNA",0.451871657754011,0.246261314025035,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.550000000000182,"ok",0.1,30,18,"noise"
"GENIE3",0.72192513368984,0.439152114049135,0.363636363636364,0.205882352941176,0.157754010695187,0.772727272727273,NA,0.170000000000073,"ok",0.1,30,18,"noise"
"idopNetwork",0.772727272727273,0.420585985005177,0.583333333333333,0.113636363636364,0.46969696969697,0.583333333333333,0.555555555555556,48.5099999999993,"ok",0.1,30,19,"noise"
"WGCNA",0.399732620320856,0.202596240774738,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.530000000000655,"ok",0.1,30,19,"noise"
"GENIE3",0.629010695187166,0.388076071207658,0.318181818181818,0.220588235294118,0.0975935828877005,0.636363636363636,NA,0.179999999999382,"ok",0.1,30,19,"noise"
"idopNetwork",0.647727272727273,0.303114633712477,0.333333333333333,0.181818181818182,0.151515151515152,0.583333333333333,0.75,80.6999999999998,"ok",0.1,30,20,"noise"
"WGCNA",0.445187165775401,0.234678782920335,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.490000000000691,"ok",0.1,30,20,"noise"
"GENIE3",0.629010695187166,0.370164569477988,0.363636363636364,0.205882352941176,0.157754010695187,0.681818181818182,NA,0.1899999999996,"ok",0.1,30,20,"noise"
"idopNetwork",0.782887700534759,0.519595430218636,0.470588235294118,0.163636363636364,0.306951871657754,0.764705882352941,0.333333333333333,288.99,"ok",0.05,15,1,"npos"
"WGCNA",0.447860962566845,0.249931812083453,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.430000000000291,"ok",0.05,15,1,"npos"
"GENIE3",0.627005347593583,0.360151661142441,0.272727272727273,0.235294117647059,0.0374331550802139,0.681818181818182,NA,0.0799999999999272,"ok",0.05,15,1,"npos"
"idopNetwork",0.629411764705882,0.375656529910289,0.411764705882353,0.181818181818182,0.229946524064171,0.470588235294118,0.6,68.6299999999992,"ok",0.05,15,2,"npos"
"WGCNA",0.397058823529412,0.193843706080097,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.430000000000291,"ok",0.05,15,2,"npos"
"GENIE3",0.618983957219251,0.357128020705241,0.272727272727273,0.235294117647059,0.0374331550802139,0.681818181818182,NA,0.0500000000010914,"ok",0.05,15,2,"npos"
"idopNetwork",0.6,0.316781946952427,0.352941176470588,0.2,0.152941176470588,0.470588235294118,0.444444444444444,90.5900000000001,"ok",0.05,15,3,"npos"
"WGCNA",0.45855614973262,0.230702991634526,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.440000000000509,"ok",0.05,15,3,"npos"
"GENIE3",0.616978609625668,0.3488816608882,0.363636363636364,0.205882352941176,0.157754010695187,0.636363636363636,NA,0.0399999999990541,"ok",0.05,15,3,"npos"
"idopNetwork",0.602139037433155,0.315121351109731,0.411764705882353,0.181818181818182,0.229946524064171,0.470588235294118,0.666666666666667,160,"ok",0.05,15,4,"npos"
"WGCNA",0.467914438502674,0.226681523191294,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.409999999999854,"ok",0.05,15,4,"npos"
"GENIE3",0.54144385026738,0.264181860403645,0.272727272727273,0.235294117647059,0.0374331550802139,0.409090909090909,NA,0.0400000000008731,"ok",0.05,15,4,"npos"
"idopNetwork",0.688235294117647,0.430890734329481,0.470588235294118,0.163636363636364,0.306951871657754,0.588235294117647,0.545454545454545,139.83,"ok",0.05,15,5,"npos"
"WGCNA",0.386363636363636,0.195472062884809,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.399999999999636,"ok",0.05,15,5,"npos"
"GENIE3",0.579545454545455,0.290711225974667,0.227272727272727,0.25,-0.0227272727272727,0.5,NA,0.0799999999999272,"ok",0.05,15,5,"npos"
"idopNetwork",0.725378787878788,0.431381976827027,0.333333333333333,0.181818181818182,0.151515151515152,0.75,0.9,58.8400000000001,"ok",0.05,15,6,"npos"
"WGCNA",0.446524064171123,0.219216428537474,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.449999999998909,"ok",0.05,15,6,"npos"
"GENIE3",0.588903743315508,0.288673047041607,0.318181818181818,0.220588235294118,0.0975935828877005,0.590909090909091,NA,0.069999999999709,"ok",0.05,15,6,"npos"
"idopNetwork",0.695521390374331,0.368162947642611,0.454545454545455,0.176470588235294,0.27807486631016,0.636363636363636,0.466666666666667,131.780000000001,"ok",0.05,15,7,"npos"
"WGCNA",0.509358288770054,0.35189553016024,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.389999999999418,"ok",0.05,15,7,"npos"
"GENIE3",0.626336898395722,0.302207423873786,0.227272727272727,0.25,-0.0227272727272727,0.681818181818182,NA,0.069999999999709,"ok",0.05,15,7,"npos"
"idopNetwork",0.663101604278075,0.451721237149908,0.411764705882353,0.181818181818182,0.229946524064171,0.588235294117647,0.545454545454545,140.34,"ok",0.05,15,8,"npos"
"WGCNA",0.540106951871658,0.27244528023092,0.318181818181818,0.220588235294118,0.0975935828877005,NA,NA,0.409999999999854,"ok",0.05,15,8,"npos"
"GENIE3",0.567513368983957,0.254284403555575,0.227272727272727,0.25,-0.0227272727272727,0.545454545454545,NA,0.0600000000013097,"ok",0.05,15,8,"npos"
"idopNetwork",0.685561497326203,0.516690830478311,0.529411764705882,0.145454545454545,0.383957219251337,0.588235294117647,0.6,123.93,"ok",0.05,15,9,"npos"
"WGCNA",0.482620320855615,0.251534158667785,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.420000000000073,"ok",0.05,15,9,"npos"
"GENIE3",0.600267379679144,0.293193101580983,0.227272727272727,0.25,-0.0227272727272727,0.590909090909091,NA,0.0600000000013097,"ok",0.05,15,9,"npos"
"idopNetwork",0.666666666666667,0.482954493119546,0.333333333333333,0.181818181818182,0.151515151515152,0.666666666666667,0.625,48.1400000000012,"ok",0.05,15,10,"npos"
"WGCNA",0.397058823529412,0.218742276578218,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.449999999998909,"ok",0.05,15,10,"npos"
"GENIE3",0.578208556149733,0.263477667654176,0.272727272727273,0.235294117647059,0.0374331550802139,0.545454545454545,NA,0.0500000000010914,"ok",0.05,15,10,"npos"
"idopNetwork",0.697326203208556,0.388826594093191,0.470588235294118,0.163636363636364,0.306951871657754,0.588235294117647,0.181818181818182,98.3899999999994,"ok",0.05,15,11,"npos"
"WGCNA",0.495989304812834,0.237911112364651,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.440000000000509,"ok",0.05,15,11,"npos"
"GENIE3",0.606283422459893,0.309892392169131,0.409090909090909,0.191176470588235,0.217914438502674,0.5,NA,0.0599999999994907,"ok",0.05,15,11,"npos"
"idopNetwork",0.650267379679144,0.384562649799841,0.470588235294118,0.163636363636364,0.306951871657754,0.529411764705882,0.363636363636364,201.449999999999,"ok",0.05,15,12,"npos"
"WGCNA",0.385026737967914,0.193926207086471,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.440000000000509,"ok",0.05,15,12,"npos"
"GENIE3",0.563502673796791,0.343884994654377,0.272727272727273,0.235294117647059,0.0374331550802139,0.5,NA,0.0499999999992724,"ok",0.05,15,12,"npos"
"idopNetwork",0.602941176470588,0.381655013917533,0.318181818181818,0.220588235294118,0.0975935828877005,0.454545454545455,0.583333333333333,105.83,"ok",0.05,15,13,"npos"
